age,daily_hours,skill_count,habit_strength,openness,conscientiousness,extraversion,agreeableness,emotional_stability,field,success_probability
26,7,13,198,62,47,45,55,58,Technology,99.36
23,5,1,104,85,80,47,45,80,Technology,82.9
38,1,4,167,53,62,77,57,36,Business,47.27
27,4,12,111,52,60,62,61,77,Technology,90.27
43,3,24,126,73,73,71,49,70,Business,100.0
23,4,6,131,96,81,54,70,70,Research,100.0
36,10,19,142,61,48,44,68,99,Research,100.0
23,7,20,140,92,68,60,95,74,Technology,100.0
27,5,17,76,46,80,65,96,59,Research,100.0
24,8,10,170,98,59,58,82,30,Research,97.1
44,8,17,119,45,88,97,67,30,Technology,100.0
26,4,9,114,93,84,60,58,32,Business,97.45
32,9,23,88,85,70,33,95,45,Research,100.0
33,11,7,52,83,43,91,77,57,Business,97.28
30,5,1,78,93,53,63,85,58,Business,76.35
32,9,13,75,90,79,44,61,49,Technology,100.0
20,9,18,10,78,94,98,31,46,Technology,100.0
38,10,4,94,82,97,41,79,97,Technology,100.0
41,2,19,87,44,66,57,39,81,Creative,100.0
34,1,21,191,86,88,51,98,93,Creative,100.0
44,2,22,108,54,89,73,74,65,Creative,100.0
36,5,21,110,82,96,60,85,90,Technology,100.0
26,2,3,132,77,84,44,71,32,Research,68.93
37,9,10,62,94,96,85,82,61,Technology,100.0
35,11,22,197,98,49,99,71,66,Creative,100.0
33,10,21,68,63,67,66,50,62,Business,100.0
32,1,11,37,89,74,57,38,53,Research,89.96
21,8,13,50,42,87,87,68,54,Creative,100.0
33,2,20,164,99,86,71,81,77,Creative,100.0
41,3,22,164,48,79,52,36,66,Research,100.0
39,2,3,154,58,70,68,65,44,Research,57.61
41,8,16,170,64,55,59,95,73,Research,100.0
22,8,6,85,90,51,41,51,78,Business,100.0
33,4,18,12,55,53,93,70,97,Research,100.0
43,4,6,37,41,41,45,86,52,Research,67.66
30,5,7,162,97,76,78,44,57,Research,95.03
20,7,8,180,64,93,87,81,98,Technology,100.0
31,9,3,198,54,81,64,58,67,Technology,98.37
29,9,3,173,53,95,35,61,55,Research,98.42
34,8,5,134,77,92,87,65,40,Research,100.0
29,1,4,23,46,54,45,95,48,Technology,51.95
40,4,24,190,64,61,72,78,89,Business,100.0
20,2,15,24,87,67,49,92,62,Creative,90.17
30,4,23,22,63,79,59,54,55,Creative,100.0
30,9,16,186,80,45,49,73,45,Creative,100.0
38,7,10,198,43,63,32,30,42,Business,89.01
42,4,4,134,83,79,74,37,64,Creative,95.11
35,9,14,178,44,86,32,66,70,Creative,100.0
30,8,5,34,78,76,34,37,33,Technology,98.12
39,6,14,28,52,74,97,62,51,Technology,89.31
24,6,24,18,97,47,91,44,35,Technology,100.0
37,9,4,139,45,41,32,36,93,Technology,100.0
42,6,18,72,40,64,75,44,98,Technology,100.0
38,5,23,116,49,56,86,94,66,Creative,100.0
18,4,12,168,43,65,41,51,30,Business,82.1
18,3,21,158,52,52,62,35,54,Research,79.78
23,3,17,109,64,59,30,97,52,Research,100.0
27,6,1,196,43,58,59,30,77,Research,85.29
38,1,19,174,68,99,63,30,77,Technology,100.0
38,2,4,160,56,86,73,49,56,Business,78.11
28,2,24,89,51,55,65,31,91,Creative,100.0
27,7,19,152,94,72,81,49,67,Research,100.0
36,7,3,133,99,89,89,53,68,Creative,100.0
38,4,5,25,66,43,77,37,75,Creative,80.31
19,5,11,33,83,89,70,58,35,Creative,96.72
31,2,14,110,91,63,30,41,53,Technology,99.74
20,11,14,62,75,56,44,68,33,Technology,100.0
23,11,12,41,66,83,72,78,72,Research,100.0
20,5,16,176,64,63,49,44,47,Creative,100.0
40,7,9,102,80,75,98,40,85,Business,100.0
21,1,17,94,94,76,60,64,56,Research,98.01
34,11,1,91,88,80,49,66,45,Research,100.0
40,1,17,132,58,81,96,68,89,Research,100.0
34,3,11,152,54,77,34,58,91,Creative,88.48
35,4,17,184,85,68,46,49,35,Business,93.59
25,9,24,42,52,74,99,78,59,Business,100.0
39,10,14,193,76,88,79,65,81,Research,100.0
19,7,7,182,90,61,57,49,78,Technology,98.92
36,10,13,71,53,48,40,96,41,Research,100.0
24,7,7,23,83,40,56,89,72,Technology,77.32
40,1,3,104,81,71,48,68,49,Creative,68.19
20,6,12,195,93,81,44,91,60,Technology,100.0
37,5,7,109,50,94,86,32,66,Creative,74.34
32,9,21,121,81,40,52,53,76,Technology,100.0
32,7,3,71,48,42,49,73,61,Creative,54.01
43,5,17,167,56,45,87,92,90,Research,100.0
19,3,23,73,41,92,86,73,41,Business,100.0
25,8,11,10,96,97,57,97,88,Research,100.0
42,10,20,54,45,61,46,68,69,Creative,100.0
38,2,18,164,60,62,36,90,81,Research,100.0
29,7,2,26,50,89,32,50,80,Business,99.86
26,10,20,64,75,90,46,90,42,Technology,100.0
33,7,23,57,72,61,99,76,39,Technology,100.0
33,3,20,77,59,61,58,45,92,Research,100.0
28,3,24,33,88,76,37,73,63,Research,100.0
35,1,2,191,83,56,78,31,99,Technology,66.56
37,4,3,126,62,97,59,48,96,Business,100.0
33,3,2,75,97,66,69,47,56,Research,86.99
42,2,6,142,53,57,65,97,86,Technology,64.08
37,5,24,39,67,92,80,36,71,Research,100.0
26,5,12,63,68,49,56,42,71,Technology,99.1
32,5,3,145,45,68,46,39,42,Research,71.2
38,7,1,137,91,65,44,51,94,Research,100.0
43,5,9,161,78,55,61,45,71,Creative,85.83
41,11,15,147,81,80,32,84,45,Creative,100.0
34,9,15,130,74,76,89,53,55,Business,100.0
24,6,5,25,75,44,58,81,52,Business,74.1
21,9,1,58,80,55,84,55,66,Technology,84.53
42,6,12,111,59,84,79,76,76,Creative,100.0
36,7,14,48,53,44,76,50,44,Creative,89.54
35,10,23,27,88,97,81,75,42,Creative,100.0
34,3,1,190,44,71,74,85,34,Technology,54.74
40,1,5,72,83,86,57,99,42,Research,77.32
43,1,9,66,55,88,81,92,42,Technology,97.89
30,9,9,55,40,48,97,41,64,Business,100.0
20,1,22,137,92,74,75,95,73,Business,100.0
21,3,22,74,96,50,55,77,48,Research,100.0
29,3,23,65,57,88,34,53,67,Research,100.0
28,7,1,89,87,88,82,38,34,Creative,87.39
25,5,1,112,82,59,87,74,51,Technology,66.27
18,3,1,45,45,76,84,88,67,Research,62.16
42,5,13,170,52,77,87,49,46,Research,87.45
39,2,22,197,96,82,87,96,51,Business,100.0
33,5,16,82,52,49,78,78,71,Creative,99.38
38,3,18,151,49,72,38,47,42,Research,92.57
34,7,22,25,63,70,52,70,62,Technology,100.0
35,11,24,198,75,58,82,76,81,Creative,100.0
32,9,11,160,98,44,85,71,47,Research,100.0
34,5,22,57,83,58,43,96,94,Business,100.0
27,3,13,79,82,45,88,32,34,Technology,78.46
22,5,20,189,41,96,92,36,82,Business,100.0
27,6,7,181,57,82,83,58,54,Research,100.0
44,3,2,37,48,47,59,38,42,Business,77.44
23,7,22,168,74,81,91,93,38,Business,100.0
25,8,9,122,47,89,49,99,71,Technology,100.0
38,9,1,114,91,74,35,36,38,Technology,82.29
20,4,23,69,81,93,64,76,75,Research,100.0
21,10,11,84,79,94,69,52,44,Research,100.0
25,2,21,30,54,42,75,82,49,Research,90.62
38,10,9,122,90,64,97,39,96,Research,100.0
31,7,21,47,63,47,88,86,89,Creative,100.0
31,6,7,192,77,92,47,92,34,Creative,90.97
31,10,12,155,46,62,91,74,45,Creative,100.0
22,3,9,192,67,48,41,47,85,Business,85.99
33,8,24,164,54,67,68,95,80,Technology,100.0
35,7,1,28,52,53,51,49,34,Business,62.9
43,11,18,97,43,80,96,72,59,Research,100.0
33,7,7,95,80,70,78,42,70,Creative,100.0
38,3,23,120,89,47,54,67,32,Business,97.31
22,4,12,47,55,76,65,75,66,Business,87.04
41,3,23,40,76,76,89,90,96,Business,100.0
20,7,3,137,86,82,45,74,63,Creative,94.25
18,8,10,44,50,93,59,82,87,Creative,100.0
32,6,18,150,86,74,53,94,47,Business,100.0
43,5,1,133,44,88,65,42,54,Business,74.19
19,8,4,34,73,51,48,66,30,Creative,83.82
31,8,15,57,67,43,48,69,35,Creative,96.4
20,8,5,46,51,64,40,69,94,Creative,100.0
24,10,16,150,81,99,78,96,36,Research,100.0
30,5,23,60,86,72,34,42,71,Technology,100.0
27,2,22,125,42,58,93,80,31,Technology,91.1
33,5,10,126,55,76,32,64,65,Creative,100.0
41,6,3,190,42,66,95,93,96,Technology,84.38
31,7,22,175,79,58,34,98,43,Research,100.0
42,8,3,14,94,63,68,53,69,Research,83.61
31,2,13,67,40,82,68,39,31,Research,86.66
40,10,16,36,86,80,93,61,38,Research,100.0
22,6,8,152,98,87,89,97,86,Creative,100.0
39,11,24,176,95,54,57,65,83,Technology,100.0
21,6,23,31,50,75,58,84,71,Creative,100.0
19,9,13,96,71,85,96,92,84,Research,100.0
44,6,23,86,71,97,58,69,74,Research,100.0
34,6,2,154,83,65,67,66,92,Technology,100.0
42,9,22,102,74,94,49,34,68,Research,100.0
27,8,17,110,54,99,61,52,89,Technology,100.0
35,1,24,146,81,44,91,93,51,Creative,100.0
37,8,24,23,76,66,53,93,99,Business,100.0
39,4,10,37,98,90,50,39,33,Business,85.55
43,8,16,81,67,55,67,78,90,Technology,100.0
36,2,17,122,67,83,41,99,32,Technology,89.81
44,11,20,25,64,99,74,38,80,Research,100.0
34,8,8,70,42,55,44,82,33,Research,91.27
25,5,17,84,90,89,57,34,85,Creative,100.0
42,9,1,26,88,72,84,38,97,Technology,96.02
30,6,21,82,94,80,82,97,38,Research,100.0
33,1,18,147,60,90,83,44,40,Creative,93.42
32,6,5,157,73,61,77,45,34,Technology,79.8
36,10,21,70,52,94,53,52,40,Research,100.0
32,9,12,131,98,75,52,56,43,Business,100.0
20,11,21,58,52,47,73,73,90,Business,100.0
21,7,14,25,64,57,67,96,49,Research,98.14
30,1,14,39,61,82,77,72,95,Research,100.0
30,10,8,22,65,95,88,61,83,Business,100.0
39,5,19,106,78,89,62,30,57,Technology,100.0
37,5,2,62,57,67,33,71,35,Business,79.11
26,4,13,47,43,77,79,89,42,Research,86.13
42,5,10,149,97,61,82,50,64,Research,100.0
35,11,3,56,41,71,44,53,39,Creative,90.74
19,9,8,20,65,40,59,72,55,Technology,100.0
32,8,9,18,40,46,73,88,85,Business,94.73
28,3,19,68,68,55,69,37,35,Technology,99.22
30,5,12,158,91,96,35,92,35,Technology,100.0
40,4,5,80,45,84,80,79,43,Research,71.33
28,10,17,22,96,73,89,80,34,Creative,100.0
30,5,16,191,92,97,83,70,77,Research,100.0
32,2,22,105,51,85,67,42,51,Creative,100.0
30,9,2,156,48,91,62,56,74,Business,100.0
32,3,16,116,54,45,43,56,67,Research,84.15
43,10,9,122,79,54,33,81,47,Technology,98.7
38,11,3,191,80,80,89,33,68,Research,100.0
38,1,9,98,70,94,73,74,98,Technology,100.0
36,10,1,63,95,69,69,87,44,Research,100.0
29,4,3,196,48,79,39,74,44,Technology,72.34
33,8,19,83,83,85,35,53,36,Business,100.0
41,6,12,154,70,76,40,34,93,Creative,100.0
20,8,9,47,93,41,31,41,69,Business,100.0
37,4,4,161,57,66,91,31,44,Research,72.34
44,8,17,121,86,62,64,76,53,Research,100.0
26,6,19,137,62,70,50,53,38,Business,100.0
21,2,3,129,67,65,44,37,77,Research,73.32
40,5,4,64,51,58,86,66,36,Creative,64.72
40,5,20,198,50,89,68,52,81,Business,100.0
32,8,22,168,97,62,89,82,90,Creative,100.0
42,10,20,164,83,68,34,81,82,Creative,100.0
19,6,20,172,85,47,84,40,58,Technology,100.0
44,5,15,120,98,97,36,93,93,Creative,100.0
28,5,6,94,49,98,76,62,96,Technology,100.0
28,2,10,62,80,78,63,66,70,Technology,78.39
21,2,19,186,42,92,48,55,83,Research,100.0
36,9,18,26,49,95,90,75,84,Business,100.0
41,7,18,193,92,93,46,74,34,Research,100.0
26,4,18,29,90,58,50,62,34,Creative,99.2
42,1,14,27,57,77,62,56,78,Business,100.0
32,4,2,77,74,58,54,54,62,Creative,71.69
33,8,23,195,44,50,58,91,82,Technology,100.0
44,4,2,151,80,81,89,71,80,Research,87.6
39,1,12,198,86,53,96,81,61,Creative,89.48
23,10,17,177,43,54,68,86,39,Research,100.0
32,8,16,128,53,42,80,75,84,Technology,100.0
20,10,23,85,70,91,48,97,44,Research,100.0
31,4,11,43,99,58,32,97,40,Technology,83.36
35,2,19,53,72,95,67,32,94,Research,100.0
42,8,13,77,45,50,30,83,38,Creative,96.74
34,7,10,46,81,98,50,49,30,Research,100.0
41,9,1,173,73,73,61,95,54,Research,95.63
36,8,13,163,60,57,80,53,41,Technology,96.9
33,6,23,179,98,68,63,86,32,Business,100.0
33,6,24,22,75,54,99,62,86,Research,100.0
36,3,11,171,93,85,35,30,63,Creative,100.0
36,1,9,179,66,77,55,88,53,Research,74.96
29,1,22,199,55,56,39,41,69,Research,100.0
25,10,10,59,49,78,33,30,72,Research,100.0
19,2,24,151,80,81,42,58,94,Business,100.0
19,4,19,138,75,82,42,34,43,Creative,100.0
24,9,3,90,86,98,30,57,88,Business,100.0
38,10,7,112,42,46,38,98,42,Technology,95.0
24,11,10,96,50,51,91,85,78,Research,100.0
33,9,20,102,48,72,64,68,54,Business,100.0
27,9,8,108,98,67,70,95,80,Business,100.0
25,2,8,111,81,54,32,53,70,Research,75.66
29,7,8,27,83,98,52,98,94,Technology,100.0
31,2,16,159,40,51,48,51,84,Business,100.0
33,1,13,37,98,42,34,89,44,Technology,91.68
29,7,14,166,43,71,78,72,97,Technology,100.0
34,3,10,21,64,69,65,37,57,Creative,80.56
39,1,6,89,97,44,75,31,54,Technology,73.46
36,5,5,25,93,57,46,33,38,Research,78.26
22,4,16,51,80,55,59,55,78,Research,100.0
42,4,3,53,86,78,92,79,51,Research,82.9
25,6,9,152,87,59,64,96,89,Business,100.0
40,6,12,97,80,58,55,52,62,Business,93.02
42,7,10,135,75,70,72,95,82,Research,98.44
22,8,11,190,51,97,64,96,67,Creative,100.0
23,1,8,194,47,93,74,42,35,Technology,76.6
23,5,12,41,97,42,83,67,33,Research,87.78
34,5,24,115,80,75,87,70,37,Research,100.0
42,4,5,76,43,68,86,92,61,Research,74.93
41,3,15,60,55,62,30,48,64,Research,94.14
43,6,22,32,83,82,64,41,38,Business,100.0
31,5,3,117,83,60,36,40,74,Creative,89.13
26,1,15,150,92,82,62,61,77,Creative,100.0
42,3,18,139,52,55,37,48,61,Research,100.0
38,9,21,90,64,72,60,65,78,Creative,100.0
33,11,15,153,77,66,55,76,66,Research,100.0
19,4,6,181,92,55,33,73,75,Creative,96.99
43,5,12,190,90,52,70,40,66,Creative,87.58
32,4,12,173,44,79,66,62,48,Research,80.38
27,6,9,131,40,93,49,87,64,Technology,100.0
22,1,3,108,94,84,44,46,44,Technology,76.88
39,11,14,48,42,94,71,34,81,Business,100.0
38,11,5,162,91,60,93,97,76,Research,100.0
20,7,7,193,91,91,75,38,87,Research,100.0
42,6,16,132,57,84,36,60,85,Creative,100.0
20,5,22,154,49,46,97,71,56,Research,100.0
25,8,5,14,46,61,31,80,95,Creative,100.0
29,10,23,35,77,95,74,91,99,Research,100.0
23,9,19,39,52,79,60,66,74,Business,100.0
39,11,19,180,98,55,98,73,95,Business,100.0
42,1,19,150,84,55,82,64,88,Research,100.0
20,9,8,198,89,92,75,81,58,Technology,100.0
21,9,9,78,97,74,43,44,35,Creative,100.0
40,10,14,149,80,94,48,31,49,Research,100.0
25,7,5,38,58,74,67,64,97,Research,100.0
30,10,11,116,52,83,67,58,84,Creative,100.0
33,9,14,197,70,42,64,81,80,Creative,100.0
20,5,1,117,92,45,91,76,79,Business,86.44
28,2,11,197,78,40,33,54,72,Business,92.87
25,3,21,104,75,66,73,88,52,Business,100.0
18,7,20,69,74,55,90,98,50,Research,100.0
33,10,23,179,74,64,95,75,38,Research,100.0
39,7,19,178,75,92,69,89,44,Business,100.0
20,8,17,49,53,84,76,85,83,Technology,100.0
29,6,1,150,77,88,74,69,44,Business,76.44
19,5,2,84,72,57,88,55,50,Technology,87.45
29,7,6,182,61,83,64,89,32,Business,96.69
20,8,14,104,94,48,98,57,44,Technology,91.63
39,4,21,184,81,62,94,83,40,Research,100.0
39,6,23,126,60,75,87,49,45,Creative,100.0
27,9,8,187,63,42,55,65,50,Technology,94.23
37,11,8,66,85,85,31,93,81,Technology,100.0
29,5,23,53,61,85,43,34,54,Business,100.0
23,9,7,126,57,41,39,31,89,Technology,100.0
24,3,23,81,60,72,76,30,41,Research,100.0
33,4,2,96,71,42,97,86,53,Technology,59.39
34,8,18,153,92,45,53,57,50,Creative,100.0
21,9,8,188,40,92,97,55,69,Research,100.0
43,2,2,123,60,61,32,64,88,Business,79.94
18,9,15,109,53,41,74,77,73,Business,100.0
38,4,21,171,98,88,72,62,48,Creative,100.0
28,8,17,157,77,46,68,49,40,Creative,100.0
43,4,5,61,48,74,96,36,31,Technology,69.37
25,6,9,189,62,56,94,67,96,Creative,100.0
20,4,13,36,98,40,93,54,66,Business,87.61
29,11,9,133,46,53,53,96,77,Business,100.0
43,6,10,21,93,90,67,75,39,Technology,100.0
40,4,19,31,86,48,97,34,58,Research,100.0
41,5,8,100,76,82,87,66,55,Business,100.0
33,6,14,160,86,42,32,41,52,Research,100.0
31,9,6,183,55,73,80,40,40,Research,100.0
38,9,19,169,89,97,84,70,99,Technology,100.0
34,3,18,123,41,75,94,39,66,Technology,100.0
26,5,13,54,98,63,56,94,37,Research,100.0
42,9,18,23,82,66,56,97,77,Research,100.0
42,7,24,18,47,78,88,46,72,Research,100.0
35,7,5,123,66,72,95,88,57,Creative,86.3
36,5,11,59,67,87,69,97,45,Creative,100.0
41,8,3,37,96,81,60,44,71,Research,100.0
23,10,18,133,44,87,42,61,96,Business,100.0
44,6,22,77,54,65,92,47,92,Business,100.0
37,4,16,187,44,84,35,87,80,Creative,100.0
24,3,20,192,71,98,85,51,47,Business,100.0
25,1,24,172,65,43,63,45,71,Technology,100.0
44,1,2,52,71,83,92,62,95,Business,85.78
27,7,1,48,84,95,58,59,63,Creative,90.75
28,6,24,148,50,56,61,56,61,Technology,100.0
42,8,20,100,53,81,68,31,30,Technology,100.0
31,10,18,87,86,53,98,45,98,Business,100.0
30,5,21,136,69,62,67,58,61,Creative,100.0
30,1,1,13,57,45,93,57,87,Research,62.26
43,8,20,86,67,73,39,51,34,Technology,100.0
28,4,10,74,73,80,93,84,47,Creative,100.0
40,4,2,53,91,44,58,33,78,Creative,82.37
33,11,22,129,43,50,48,86,48,Research,100.0
25,10,5,57,64,42,55,91,36,Creative,91.39
26,8,3,135,52,45,88,67,97,Business,96.75
22,1,18,146,92,63,39,58,65,Research,94.31
26,3,7,67,54,69,90,46,82,Business,93.5
24,9,10,179,98,77,67,60,58,Creative,100.0
40,11,8,56,51,49,45,76,72,Creative,97.15
24,8,11,114,65,46,44,77,32,Creative,92.81
41,6,11,12,48,45,60,46,78,Research,94.41
44,3,24,64,86,81,69,95,69,Business,100.0
35,11,17,105,40,66,73,78,36,Creative,100.0
20,1,19,107,77,82,84,86,82,Creative,100.0
23,11,8,189,40,53,50,63,43,Business,100.0
25,10,3,179,57,59,89,38,62,Technology,95.96
33,10,6,46,61,81,36,71,59,Business,100.0
42,6,24,177,96,91,44,82,34,Technology,100.0
38,11,22,130,54,41,44,49,79,Business,100.0
32,1,24,35,61,48,93,87,66,Business,100.0
34,9,3,112,51,68,96,70,75,Research,92.03
40,7,18,148,75,65,42,65,93,Research,100.0
41,8,13,106,42,73,52,84,61,Creative,100.0
25,3,21,166,86,69,88,53,67,Creative,100.0
24,7,22,55,65,53,57,53,36,Creative,100.0
21,7,15,186,42,87,31,36,50,Technology,100.0
31,11,18,127,44,54,43,65,64,Creative,100.0
35,8,15,20,63,50,73,80,46,Technology,100.0
27,11,18,129,76,83,92,92,39,Business,100.0
33,5,11,124,65,79,48,81,47,Business,95.85
43,5,21,38,54,86,41,87,70,Research,100.0
29,7,5,131,65,92,92,81,39,Business,100.0
25,5,7,57,67,55,75,76,77,Creative,94.42
22,3,21,162,52,68,66,92,58,Business,100.0
39,9,4,50,89,83,38,88,56,Business,84.01
30,11,14,115,42,68,36,45,78,Technology,100.0
36,3,3,38,50,45,74,56,98,Business,80.16
20,3,17,44,86,88,59,77,86,Research,100.0
31,1,6,128,50,50,77,55,96,Technology,74.78
34,6,14,163,73,65,38,69,36,Business,100.0
21,10,23,23,52,93,66,73,35,Business,100.0
39,8,24,176,88,60,92,55,39,Technology,100.0
26,7,7,131,70,89,45,80,44,Technology,100.0
32,6,9,88,64,46,50,45,96,Technology,86.27
29,9,2,145,98,64,34,74,31,Business,95.49
43,6,7,12,85,87,51,62,61,Research,100.0
20,8,6,186,94,52,60,50,45,Technology,100.0
18,6,8,75,86,76,53,91,50,Business,100.0
32,2,14,179,69,43,68,52,44,Business,81.9
29,2,6,137,57,96,83,67,57,Research,73.29
34,5,10,149,44,46,73,52,31,Business,71.55
37,1,13,174,44,59,73,99,80,Creative,90.34
43,5,1,180,58,71,32,30,70,Creative,74.04
33,7,5,86,50,85,51,93,41,Technology,97.46
22,8,8,75,98,88,88,52,32,Creative,100.0
37,10,24,71,57,86,66,83,94,Business,100.0
20,4,11,94,69,81,98,68,91,Creative,100.0
23,10,10,67,82,93,39,68,42,Research,100.0
33,1,9,197,71,98,80,44,72,Research,85.73
41,9,17,69,90,84,99,76,37,Research,100.0
33,2,17,130,43,65,98,34,34,Research,78.27
22,3,6,103,40,47,42,99,79,Creative,82.53
32,10,10,136,72,48,81,62,66,Business,100.0
22,4,16,83,70,70,43,89,97,Creative,100.0
19,9,4,110,73,96,68,52,73,Business,100.0
43,11,22,118,86,63,69,40,38,Creative,100.0
18,5,22,33,50,96,62,86,81,Creative,100.0
28,7,17,137,83,65,65,41,85,Research,100.0
41,3,13,25,79,66,99,71,86,Business,100.0
23,8,18,154,97,81,95,73,38,Creative,100.0
41,6,10,112,70,57,72,62,82,Creative,100.0
36,7,5,133,65,68,53,35,83,Research,99.18
33,10,15,86,79,61,85,68,68,Creative,100.0
42,2,21,34,64,61,52,54,55,Creative,97.77
24,7,2,86,68,81,44,73,39,Research,100.0
38,5,7,133,71,91,40,77,97,Creative,100.0
39,4,15,131,65,92,60,60,56,Technology,95.2
33,4,17,168,82,96,73,88,52,Research,100.0
27,1,12,62,79,65,75,51,81,Creative,86.1
38,5,17,73,45,53,46,67,98,Technology,100.0
27,10,13,28,87,56,59,61,98,Creative,100.0
41,11,2,92,65,65,46,73,52,Technology,83.14
18,2,10,107,71,64,84,79,94,Creative,100.0
22,1,19,150,93,42,71,69,95,Creative,100.0
18,10,10,199,98,99,91,41,56,Research,100.0
19,3,11,158,46,89,43,68,91,Creative,100.0
24,6,4,57,46,99,69,37,87,Technology,96.48
20,9,19,22,78,59,50,76,31,Creative,100.0
40,8,13,106,71,67,53,71,57,Business,96.36
38,8,9,102,73,90,51,37,43,Technology,100.0
30,3,20,70,52,94,76,83,81,Technology,100.0
25,9,23,167,72,50,64,56,96,Research,100.0
30,10,3,157,85,84,64,49,53,Technology,100.0
40,9,16,192,47,83,87,93,78,Technology,100.0
30,3,16,131,44,65,31,62,77,Technology,94.25
42,9,7,39,80,43,68,53,79,Technology,100.0
23,10,12,190,89,89,33,81,60,Research,100.0
31,1,11,127,98,80,47,89,98,Business,100.0
23,7,11,133,64,84,80,72,95,Research,100.0
32,8,13,174,95,69,75,57,81,Research,100.0
25,7,1,107,48,92,70,94,69,Technology,92.44
28,6,17,96,57,76,56,54,98,Creative,100.0
24,10,14,36,97,98,60,97,33,Business,100.0
40,4,20,120,84,51,37,51,70,Creative,100.0
18,7,6,176,48,81,61,65,45,Creative,92.13
26,3,9,134,56,85,34,55,30,Technology,82.58
26,4,20,156,76,44,77,92,67,Creative,100.0
40,2,9,59,49,41,67,56,49,Creative,68.67
30,2,6,157,63,80,79,36,58,Creative,81.55
22,11,13,172,40,75,99,36,73,Creative,100.0
28,10,6,22,93,81,73,42,54,Creative,100.0
21,6,18,101,44,57,92,66,84,Technology,100.0
31,8,12,161,48,51,38,51,46,Technology,100.0
42,8,15,42,68,54,56,90,97,Technology,100.0
25,6,22,93,41,90,51,50,35,Research,100.0
23,1,22,126,63,80,51,90,41,Business,100.0
29,1,23,158,75,48,81,76,88,Research,100.0
41,1,13,181,74,94,58,85,34,Research,100.0
26,6,16,115,55,74,47,40,80,Technology,100.0
40,11,22,65,81,66,64,84,38,Business,100.0
33,4,1,164,84,97,69,92,67,Technology,83.4
25,3,24,65,83,40,42,59,78,Research,100.0
28,7,3,148,88,82,69,50,76,Research,100.0
41,6,3,71,76,72,51,60,75,Creative,100.0
40,11,13,97,77,98,76,83,84,Creative,100.0
26,8,5,24,46,63,45,72,36,Research,87.86
23,3,1,168,95,62,75,61,47,Technology,75.01
21,3,8,109,62,54,42,43,66,Technology,68.38
21,2,6,38,76,74,49,64,31,Creative,67.87
43,11,18,115,95,97,93,81,51,Technology,100.0
34,6,22,91,71,67,71,70,92,Business,100.0
32,11,7,123,73,71,31,55,48,Technology,100.0
35,8,13,13,71,58,32,90,67,Business,100.0
23,8,8,130,56,81,98,71,31,Creative,100.0
23,11,5,48,46,71,33,50,61,Creative,100.0
35,1,14,79,50,85,49,87,77,Research,100.0
29,11,11,184,45,68,95,38,40,Creative,100.0
30,6,22,27,92,64,87,59,30,Research,100.0
19,11,21,114,58,41,81,60,89,Technology,100.0
21,8,13,152,59,73,49,79,56,Business,88.65
20,7,17,116,63,64,82,40,89,Technology,100.0
32,9,20,34,56,51,81,40,39,Technology,100.0
22,9,22,72,95,71,56,97,77,Research,100.0
31,7,24,121,57,99,67,94,46,Business,100.0
23,5,6,179,94,47,59,93,38,Technology,89.85
43,9,11,196,68,70,96,34,33,Creative,100.0
34,5,8,28,57,72,33,88,47,Business,97.1
41,11,9,182,65,88,31,35,58,Business,100.0
30,10,16,66,86,61,56,68,51,Research,100.0
36,4,9,156,41,67,90,88,99,Research,82.08
31,1,6,165,57,66,78,95,69,Technology,74.17
40,7,2,89,43,73,34,51,49,Research,80.33
19,6,24,38,72,92,30,88,77,Business,100.0
24,6,14,198,96,90,48,56,92,Creative,100.0
30,5,12,138,70,66,73,91,90,Research,100.0
32,9,16,120,89,50,70,62,41,Business,100.0
32,5,23,94,89,98,43,75,34,Business,100.0
39,6,12,11,68,75,45,93,43,Research,94.78
29,5,12,177,66,91,36,75,62,Research,100.0
25,5,8,113,99,60,53,36,90,Research,100.0
29,2,12,123,42,81,68,74,97,Research,85.1
27,6,1,143,47,67,44,37,83,Business,77.13
18,9,10,125,41,91,40,79,64,Business,100.0
33,8,20,165,98,76,32,88,56,Creative,100.0
24,10,8,140,50,91,58,87,79,Research,100.0
27,9,3,120,96,62,35,89,56,Research,100.0
30,11,22,113,60,82,40,96,67,Research,100.0
41,10,19,198,85,82,56,59,92,Business,100.0
35,11,13,71,63,85,73,92,33,Creative,100.0
36,10,16,110,66,87,94,98,74,Research,100.0
32,10,12,170,94,60,96,97,61,Creative,100.0
37,3,18,76,78,93,55,89,94,Research,100.0
29,1,21,158,42,83,57,73,99,Business,100.0
27,6,6,23,73,82,55,69,83,Technology,95.98
26,2,7,140,70,51,44,83,82,Technology,76.09
23,8,14,108,55,89,53,46,47,Business,100.0
19,4,4,116,66,78,54,71,50,Creative,80.47
42,11,1,112,65,64,82,45,78,Creative,100.0
24,7,15,64,66,74,98,71,98,Creative,100.0
24,7,22,192,53,94,44,34,33,Business,100.0
44,6,8,114,83,69,90,97,84,Research,100.0
18,7,9,179,73,52,58,64,74,Business,100.0
37,6,3,194,41,94,51,56,51,Business,88.25
37,1,17,33,66,75,46,85,39,Business,87.1
23,1,19,107,43,89,90,50,65,Business,100.0
31,7,12,73,73,57,42,42,54,Technology,93.82
42,1,24,147,97,64,68,45,89,Creative,100.0
